,missing_network,school_network,inconsistent_network,notunique_network,missing_metadata
546,missing network code (AU) added for station BLDU!,,network code revised for DVB station from ME to OZ,SDAN station is linked to 2 network!,
547,missing network code (AU) added for station BLDU!,,network code revised for DVB station from ME to OZ,SDAN station is linked to 2 network!,
548,missing network code (AU) added for station BLDU!,,network code revised for TAT station from ME to OZ,SDAN station is linked to 2 network!,
549,missing network code (AU) added for station BLDU!,,network code revised for TAT station from ME to OZ,SDAN station is linked to 2 network!,
550,missing network code (AU) added for station BLDU!,,network code revised for TAT station from ME to OZ,SDAN station is linked to 2 network!,
551,missing network code (AU) added for station BLDU!,,network code revised for GLB station from ME to OZ,GNGN station is linked to 2 network!,
552,missing network code (AU) added for station MORW!,,network code revised for GLB station from ME to OZ,GNGN station is linked to 2 network!,
553,missing network code (AU) added for station MORW!,,network code revised for GLB station from ME to OZ,GNGN station is linked to 2 network!,
554,missing network code (AU) added for station MORW!,,network code revised for EUG station from ME to OZ,BRAT station is linked to 2 network!,
555,missing network code (AU) added for station MORW!,,network code revised for EUG station from ME to OZ,BRAT station is linked to 2 network!,
556,missing network code (AU) added for station MORW!,,network code revised for EUG station from ME to OZ,BRAT station is linked to 2 network!,
557,missing network code (AU) added for station MORW!,,network code revised for BJE station from ME to OZ,BRAT station is linked to 2 network!,
558,missing network code (AU) added for station FORT!,,network code revised for BJE station from ME to OZ,BRAT station is linked to 2 network!,
559,missing network code (AU) added for station FORT!,,network code revised for BJE station from ME to OZ,BRAT station is linked to 2 network!,
560,missing network code (AU) added for station FORT!,,network code revised for DRA station from ME to OZ,GVL station is linked to 2 network!,
561,missing network code (AU) added for station MORW!,,network code revised for DRA station from ME to OZ,GVL station is linked to 2 network!,
562,missing network code (AU) added for station MORW!,,network code revised for DRA station from ME to OZ,GVL station is linked to 2 network!,
563,missing network code (AU) added for station MORW!,,network code revised for IVS station from ME to OZ,GVL station is linked to 2 network!,
564,missing network code (AU) added for station MORW!,,network code revised for IVS station from ME to OZ,GVL station is linked to 2 network!,
565,missing network code (AU) added for station MORW!,,network code revised for IVS station from ME to OZ,GVL station is linked to 2 network!,
566,missing network code (AU) added for station MORW!,,network code revised for IVS station from ME to OZ,STR2 station is linked to 2 network!,
567,missing network code (AU) added for station WRKA!,,network code revised for IVS station from ME to OZ,STR2 station is linked to 2 network!,
568,missing network code (AU) added for station WRKA!,,network code revised for IVS station from ME to OZ,STR2 station is linked to 2 network!,
569,missing network code (AU) added for station WRKA!,,network code revised for TAL station from ME to OZ,PLMR station is linked to 2 network!,
570,missing network code (AU) added for station WRKA!,,network code revised for TAL station from ME to OZ,PLMR station is linked to 2 network!,
571,missing network code (AU) added for station WRKA!,,network code revised for TAL station from ME to OZ,PLMR station is linked to 2 network!,
572,missing network code (AU) added for station WRKA!,,network code revised for ABE station from ME to OZ,SDAN station is linked to 2 network!,
573,missing network code (AU) added for station MULG!,,network code revised for ABE station from ME to OZ,SDAN station is linked to 2 network!,
574,missing network code (AU) added for station MULG!,,network code revised for ABE station from ME to OZ,SDAN station is linked to 2 network!,
575,missing network code (AU) added for station MULG!,,network code revised for PAT station from ME to OZ,SDAN station is linked to 2 network!,
576,missing network code (AU) added for station MULG!,,network code revised for PAT station from ME to OZ,SDAN station is linked to 2 network!,
577,missing network code (AU) added for station MULG!,,network code revised for PAT station from ME to OZ,SDAN station is linked to 2 network!,
578,missing network code (AU) added for station MULG!,,network code revised for ROY station from ME to OZ,UTT station is linked to 2 network!,
579,missing network code (AU) added for station BBOO!,,network code revised for CTB station from ME to OZ,HML1 station is linked to 2 network!,
580,missing network code (AU) added for station BBOO!,,network code revised for CTB station from ME to OZ,HML1 station is linked to 2 network!,
581,missing network code (AU) added for station BBOO!,,network code revised for CTB station from ME to OZ,HML1 station is linked to 2 network!,
582,missing network code (AU) added for station RKGY!,,network code revised for CPX station from ME to OZ,MRAT station is linked to 2 network!,
583,missing network code (AU) added for station RKGY!,,network code revised for CPX station from ME to OZ,MRAT station is linked to 2 network!,
584,missing network code (AU) added for station RKGY!,,network code revised for CPX station from ME to OZ,MRAT station is linked to 2 network!,
585,missing network code (AU) added for station KLBR!,,network code revised for NAT station from ME to OZ,BRAT station is linked to 2 network!,
586,missing network code (AU) added for station KLBR!,,network code revised for NAT station from ME to OZ,BRAT station is linked to 2 network!,
587,missing network code (AU) added for station KLBR!,,network code revised for NAT station from ME to OZ,BRAT station is linked to 2 network!,
588,missing network code (AU) added for station FORT!,,network code revised for WGB station from ME to OZ,BRAT station is linked to 2 network!,
589,missing network code (AU) added for station FORT!,,network code revised for WGB station from ME to OZ,BRAT station is linked to 2 network!,
590,missing network code (AU) added for station FORT!,,network code revised for WGB station from ME to OZ,BRAT station is linked to 2 network!,
591,missing network code (AU) added for station RKGY!,,network code revised for PHD station from ME to OZ,GVL station is linked to 2 network!,
592,missing network code (AU) added for station RKGY!,,network code revised for PHD station from ME to OZ,GVL station is linked to 2 network!,
593,missing network code (AU) added for station RKGY!,,network code revised for PHD station from ME to OZ,GVL station is linked to 2 network!,
594,missing network code (AU) added for station BLDU!,,network code revised for PHD station from ME to OZ,GVL station is linked to 2 network!,
